index,prefix_id,send_ts,ttft_s,e2e_s,prompt_tokens,completion_tokens,status,error,itls_ms
0,2,1785879629.753247,,0.13656633300706744,,,error,RuntimeError: HTTP 500: Internal Server Error,
1,0,1785879629.948716,0.06918037496507168,27.70389062492177,1578,256,ok,,14.87;18.57;21.34;25.20;14.74;19.68;17.36;27.29;16.82;14.18;26.68;20.62;21.99;89.70;0.04;1.96;0.39;12.58;23.27;13.75;45.51;20.68;10.66;29.19;22.93;15.04;43.39;8.38;22.94;33.07;30.68;28.84;17.65;22.58;24.91;95.06;1.75;0.03;2.04;20.46;29.47;17.83;21.84;24.76;20.44;22.75;24.23;21.69;19.63;29.36;18.06;34.91;23.70;29.92;37.06;8.25;20.18;97.66;29.54;0.01;0.00;0.00;14.11;29.88;31.37;15.70;75.43;46.98;28.66;27.12;55.25;16.07;14.13;51.42;89.61;3.79;13.16;57.80;56.05;57.25;2.85;22.77;22.84;23.66;25.02;21.43;25.10;28.13;21.67;142.19;6.94;0.03;2.84;5.87;26.35;30.53;19.38;26.07;49.46;72.58;21.58;49.73;29.89;46.47;17.90;126.29;5.06;0.02;18.37;33.66;56.88;77.35;30.58;29.43;31.37;26.37;36.59;23.18;160.00;3.95;4.15;0.03;23.50;85.18;3.54;4.00;84.31;21.82;85.13;93.28;107.20;3.39;0.03;29.51;15.37;34.40;17.06;39.35;88.07;88.70;99.73;107.36;4.94;119.84;29.75;13.67;93.65;91.41;168.95;65.39;21.03;98.31;36.96;100.24;37.69;48.42;115.43;6.04;0.03;7.46;36.01;32.14;33.15;132.94;139.07;160.58;0.02;0.02;35.57;57.68;53.80;154.52;31.68;35.18;139.75;134.01;36.00;181.81;173.67;69.10;45.08;50.32;246.07;146.28;120.22;227.83;162.41;59.77;69.41;42.06;174.27;184.02;161.86;217.47;234.06;229.79;240.12;71.72;244.60;299.43;269.36;103.77;80.92;26.61;244.72;311.17;375.76;277.38;268.05;351.49;366.88;340.05;361.48;402.26;428.04;384.44;378.66;422.75;408.69;387.58;356.99;320.03;450.23;434.46;490.33;242.63;282.95;253.84;318.55;988.27;797.11;531.76;494.51;517.44;552.47;516.15;587.02;571.42;168.58;85.13;127.98;131.98;168.70;134.91;107.49;183.73;100.76;149.34;83.66;157.77;136.49;109.90;132.73;122.20;155.58
2,30,1785879630.133425,0.10086283297277987,8.94534512492828,1578,256,ok,,23.26;108.43;1.62;0.05;0.04;1.48;10.15;16.94;19.35;20.15;28.55;20.85;15.96;30.42;17.76;23.03;34.25;4.28;20.58;25.79;16.24;31.11;8.05;22.90;25.83;31.18;97.57;1.76;0.03;2.18;0.98;24.77;26.53;13.71;23.17;21.15;22.64;24.62;24.46;22.32;21.77;23.32;22.64;23.71;22.69;24.45;25.09;29.98;14.46;109.36;30.18;0.00;0.00;0.00;17.38;19.06;26.46;14.29;24.18;52.13;28.44;27.95;24.41;34.15;55.14;2.78;21.05;57.72;1.51;90.81;0.03;0.03;0.03;28.67;21.39;26.25;24.61;31.97;45.13;10.68;13.65;32.82;19.90;23.65;25.48;25.55;28.15;21.68;31.18;110.60;6.55;3.14;21.59;16.67;44.30;6.11;22.96;30.11;25.69;23.38;25.75;28.90;22.32;26.60;26.21;27.01;29.24;22.95;23.95;98.84;0.03;5.03;6.15;21.47;31.20;18.24;31.04;21.00;26.93;26.95;25.54;24.26;29.09;20.06;41.68;31.12;13.72;23.51;25.39;109.79;3.67;0.07;0.04;21.16;21.08;70.32;3.95;12.15;21.66;21.11;31.06;20.03;39.91;35.98;27.57;40.91;36.48;103.29;3.26;3.74;0.03;28.43;24.22;20.09;21.68;25.72;28.32;25.06;27.86;44.46;14.02;19.98;30.49;20.54;26.03;25.95;28.64;103.96;3.60;2.01;0.03;79.93;1.98;0.03;32.40;30.09;18.08;75.68;39.10;37.45;73.82;135.34;0.03;17.09;52.43;23.31;83.53;33.35;40.14;89.62;30.20;45.26;110.08;5.17;49.77;37.23;31.78;30.90;46.94;33.97;81.71;220.35;8.33;0.02;0.02;23.33;61.89;55.60;21.70;142.92;0.01;0.00;4.89;51.70;139.35;100.73;53.62;39.15;116.92;211.47;3.25;0.03;40.69;61.49;30.44;54.82;103.55;51.40;41.52;132.88;3.50;0.02;45.97;49.45;43.66;44.42;43.94;44.74;45.40;49.87;36.37;119.08;2.61;28.80;57.11;51.05;23.95;134.38;225.28;3.24;46.25;24.93;45.22;140.00;61.77
3,0,1785879630.1372101,0.09924695896916091,29.31619062484242,1578,256,ok,,18.68;21.87;90.19;0.04;1.86;0.04;12.92;23.25;13.71;48.37;17.83;10.67;29.17;22.90;14.88;44.09;8.00;20.57;35.86;33.19;25.90;17.50;25.11;22.58;95.18;2.33;0.03;0.03;26.28;25.20;17.21;22.32;25.60;20.81;22.51;23.19;21.95;19.41;29.10;18.88;34.67;24.35;28.91;37.58;7.56;22.05;96.00;31.02;0.00;0.00;0.00;13.72;29.10;30.43;19.07;76.02;43.48;29.32;26.45;55.49;16.05;18.30;46.33;91.23;0.03;16.74;57.27;55.14;57.68;3.12;22.14;21.25;24.56;27.00;21.51;43.90;9.22;23.67;138.69;7.76;0.05;2.79;17.76;14.99;46.55;3.13;25.19;52.95;71.70;22.59;53.24;28.09;40.28;19.91;126.03;5.25;0.02;21.22;31.75;58.83;80.28;24.58;40.53;20.43;26.03;47.91;14.27;158.24;4.71;0.03;3.79;32.37;76.81;2.43;13.27;68.06;35.50;77.43;89.40;110.32;3.03;0.03;28.70;17.38;33.04;20.91;36.16;91.10;87.00;98.01;105.69;14.25;105.93;30.35;22.45;86.73;100.70;165.52;64.82;26.26;95.19;37.42;105.18;32.48;46.73;116.20;6.11;0.03;22.91;20.92;30.17;38.76;127.85;139.07;162.07;0.02;5.35;32.38;48.56;59.06;155.44;24.76;41.73;139.48;132.54;40.91;181.56;178.33;73.64;38.88;52.22;215.83;150.07;149.91;211.81;163.81;62.35;51.94;69.08;154.20;188.52;163.13;215.54;246.79;207.99;263.41;62.28;238.78;293.60;274.81;111.07;49.53;68.80;242.97;304.84;375.73;273.33;274.04;356.00;367.10;333.88;357.57;397.93;434.69;379.25;384.57;422.65;422.23;353.63;372.48;328.95;433.35;437.64;498.36;251.63;477.80;71.85;303.33;983.11;800.95;510.17;510.06;521.15;564.60;487.25;604.35;548.39;183.92;81.90;138.16;128.16;168.78;137.41;101.03;344.20;0.03;55.48;123.61;327.44;0.03;79.51;110.12;139.12;158.93;523.58;96.95;136.59;129.00;159.37;109.96;135.28;142.76;136.27;126.61;114.44
4,24,1785879630.1429918,0.1180732911452651,8.97231208300218,1578,256,ok,,105.06;1.63;0.03;0.03;1.41;10.29;17.56;18.48;20.07;28.93;20.48;16.18;27.09;21.32;23.57;33.77;4.05;20.59;25.69;14.71;31.93;8.81;22.84;25.86;28.86;99.93;1.57;0.04;2.21;1.19;24.83;26.46;13.72;22.86;21.43;22.45;24.46;24.73;22.04;22.90;25.33;18.85;24.25;21.53;25.82;24.94;30.12;14.70;109.12;31.96;0.01;0.00;0.00;12.32;22.59;25.83;14.90;23.91;50.22;30.21;28.32;24.48;33.99;55.23;3.00;22.74;57.08;0.03;91.18;0.03;0.02;4.76;23.91;21.69;31.49;18.93;31.88;54.34;1.60;13.92;32.27;20.44;23.34;25.12;25.66;28.11;21.85;31.20;112.62;4.64;3.14;21.45;16.28;43.41;7.54;23.03;29.24;26.66;23.23;25.44;28.98;22.44;26.48;26.23;27.35;36.51;15.56;24.02;98.53;5.02;0.04;6.49;22.66;29.89;17.74;26.31;26.22;26.34;27.77;25.21;24.59;29.14;22.26;39.35;31.12;19.09;18.39;25.04;109.74;3.78;0.03;0.03;21.25;21.13;70.58;3.50;12.25;19.53;23.30;31.03;20.02;42.37;33.87;27.16;40.81;36.57;103.00;3.45;3.76;0.03;28.57;23.92;25.77;16.52;25.59;31.80;21.62;27.55;46.66;11.72;20.98;29.32;21.13;25.77;25.93;28.70;105.19;2.80;0.03;0.03;82.45;0.03;1.44;39.47;32.15;10.51;72.10;40.30;36.99;74.08;136.20;0.03;17.74;52.33;26.72;82.98;30.29;39.47;89.59;30.10;45.83;109.47;5.37;51.75;42.92;26.55;33.72;40.03;33.87;84.56;219.20;8.36;0.02;0.02;23.50;56.86;60.77;21.27;126.88;0.01;0.00;23.29;50.38;139.82;100.82;58.26;32.87;129.92;198.40;3.08;0.03;40.31;62.92;27.20;64.47;99.11;47.47;40.13;138.00;0.02;4.86;41.98;47.67;39.48;50.46;43.16;45.50;42.19;53.04;38.46;118.79;0.03;33.30;54.53;46.33;32.80;126.26;228.45;3.36;49.26;24.88;43.83;142.21;59.92;35.26
5,39,1785879630.255904,0.21156412502750754,31.044478291878477,1578,256,ok,,17.91;10.27;26.75;25.16;15.11;44.19;7.91;20.62;35.19;33.58;31.23;12.60;25.10;22.60;95.23;2.04;0.07;0.04;23.08;28.22;17.71;22.19;25.43;21.23;20.99;24.99;20.91;19.80;29.20;18.15;35.05;23.50;30.16;36.92;9.83;20.49;95.76;34.60;0.00;0.00;0.00;10.50;28.78;30.42;16.14;76.30;46.15;29.31;26.46;55.49;16.05;18.27;42.26;95.50;0.03;15.87;57.74;55.35;58.07;2.71;20.90;22.06;23.93;27.58;21.35;25.62;27.60;21.59;140.96;7.67;2.97;0.03;6.32;26.55;46.92;2.96;24.90;50.43;72.57;21.53;49.82;29.88;44.54;19.79;126.29;5.11;0.03;21.25;30.36;57.47;83.01;24.77;29.52;31.31;26.48;36.53;23.08;160.01;3.87;4.18;0.03;23.48;85.21;3.49;4.04;77.75;32.13;80.58;89.21;110.38;3.25;0.03;7.44;29.69;38.27;24.54;36.08;89.32;88.72;97.69;106.00;8.60;110.05;31.51;21.49;88.70;96.84;168.39;60.10;26.65;99.92;35.07;100.61;37.56;46.13;118.28;5.52;0.03;6.14;37.29;32.13;33.16;131.66;140.04;160.60;0.03;0.03;35.87;49.51;61.65;151.83;26.15;43.59;139.69;129.35;40.97;182.53;179.38;62.70;45.05;50.58;221.26;150.94;144.63;195.91;167.19;72.38;60.17;58.23;160.24;187.22;161.85;212.66;245.59;213.39;259.51;60.85;234.85;290.83;284.24;117.66;30.85;77.91;221.89;324.98;273.76;368.98;290.61;351.72;366.88;340.00;356.44;394.26;439.75;368.51;391.95;422.18;410.32;364.61;369.11;330.76;435.06;436.69;502.36;240.70;292.58;257.21;308.21;881.12;905.90;503.14;497.70;538.02;545.49;500.68;618.88;534.50;194.37;71.14;128.02;135.59;180.22;125.97;97.24;642.94;0.02;0.02;16.35;209.45;0.03;78.48;100.15;133.24;170.31;522.55;94.81;125.18;133.09;173.86;90.02;136.00;164.39;130.46;125.11;100.25;540.09;116.79;178.85;89.92;808.76;0.01;0.00;0.04;134.85;0.19
6,32,1785879630.339366,0.12831549998372793,9.795595582807437,1578,256,ok,,17.65;15.66;27.21;20.58;23.35;34.30;4.34;20.49;25.77;16.38;30.81;8.34;23.12;26.01;29.07;99.43;1.86;0.03;2.11;1.10;24.66;26.53;13.67;23.02;21.32;22.62;24.52;25.25;21.47;22.89;25.32;19.27;23.92;21.27;26.58;24.46;29.95;14.41;109.40;35.36;0.00;0.00;0.00;10.21;21.44;26.30;13.56;24.61;52.18;28.49;28.09;24.57;34.12;55.05;2.60;21.17;58.60;0.74;91.01;0.03;0.02;4.70;23.71;21.73;30.37;20.36;31.90;52.80;2.81;14.08;32.30;20.62;23.10;25.22;25.59;28.04;21.76;31.10;110.69;6.63;3.14;21.59;16.48;43.79;6.81;23.37;29.36;26.34;22.97;25.76;28.91;22.57;26.26;26.33;27.19;29.79;22.77;23.55;98.68;5.06;0.03;6.79;21.32;30.90;17.65;26.45;26.03;26.48;27.56;25.48;24.32;29.24;19.85;41.78;31.00;13.84;23.64;25.15;109.83;3.84;0.03;0.03;21.11;21.13;70.15;4.08;12.27;21.31;21.20;31.08;20.02;39.92;35.98;27.41;40.21;37.72;102.80;3.27;3.72;0.03;28.57;24.31;25.13;16.73;25.64;28.20;25.30;28.17;44.52;13.21;20.16;31.12;19.70;28.15;24.02;28.78;105.06;2.78;0.04;0.03;81.96;1.39;0.03;35.86;33.58;13.47;73.25;38.91;37.68;73.56;135.64;0.03;17.83;51.71;23.40;86.69;30.37;37.50;92.28;25.35;42.67;116.94;5.67;51.74;43.00;23.44;33.38;45.00;33.93;83.00;219.88;8.49;0.03;0.03;23.72;52.49;63.86;22.08;125.61;0.00;0.00;22.62;51.77;138.25;99.15;55.38;37.77;131.46;195.85;3.95;3.81;37.24;63.16;29.58;55.42;103.39;45.58;43.77;139.37;0.02;0.02;45.36;49.36;34.95;53.91;38.17;49.27;47.04;50.85;35.80;119.00;2.60;28.96;57.62;44.10;31.25;130.60;228.37;2.37;49.14;23.45;43.28;144.44;59.94;35.22;57.38;118.64;137.15;148.41;231.31;20.52;74.16;59.06;121.71;51.62
7,3,1785879630.408899,0.11631887499243021,31.54924612492323,1578,256,ok,,22.62;14.94;44.23;7.86;20.67;35.34;33.79;30.59;12.94;25.12;22.45;95.29;2.34;0.03;1.16;24.78;25.37;17.69;22.12;25.67;20.82;22.00;23.66;22.11;21.13;27.17;21.88;31.47;24.74;28.80;37.37;9.46;19.82;96.18;34.77;0.00;0.00;0.00;9.98;29.11;30.47;19.07;73.48;48.78;26.68;26.80;55.56;15.75;18.22;42.09;94.24;3.76;25.58;45.58;55.86;58.31;1.91;22.16;20.89;24.77;27.19;25.72;23.34;25.55;23.73;138.65;7.35;2.94;0.03;6.30;26.17;47.96;2.32;25.02;52.73;71.76;19.62;51.17;30.26;43.02;20.12;127.14;0.03;0.03;26.64;28.86;61.82;78.61;28.43;36.79;20.61;28.92;46.25;14.09;156.90;5.19;0.03;3.74;33.88;74.03;4.34;12.40;68.46;32.08;80.50;89.08;110.62;2.70;0.03;22.65;25.88;27.23;22.79;37.96;91.63;86.73;97.70;105.33;8.87;109.94;31.78;22.87;91.84;96.12;165.92;65.04;25.70;94.87;38.36;102.04;35.27;43.19;118.49;5.53;0.03;24.44;18.81;34.62;32.21;130.27;140.30;161.17;0.02;0.02;41.38;42.45;62.40;153.51;26.19;41.72;139.99;132.97;39.32;183.31;176.68;62.06;53.06;42.75;221.47;151.14;151.10;199.34;160.61;75.74;53.05;65.57;157.75;189.65;161.09;208.83;242.89;220.48;256.47;61.40;245.66;290.83;275.75;113.80;49.08;57.57;250.26;295.43;389.82;288.45;255.70;353.62;371.87;334.88;354.38;398.84;435.11;380.85;379.84;421.91;414.23;366.69;366.42;329.31;440.05;434.66;499.57;243.85;488.92;69.95;295.47;885.99;899.78;523.84;502.08;512.98;555.74;504.24;587.93;566.50;181.23;86.45;127.45;134.82;169.27;122.55;112.55;1021.00;0.03;9.57;0.02;0.02;0.02;0.02;34.11;103.63;178.71;518.30;99.03;120.59;143.30;158.93;94.52;149.84;143.16;136.68;272.09;0.03;522.75;91.50;169.00;115.39;815.58;0.00;0.00;0.03;103.32;0.03;369.88;158.98;127.56
8,18,1785879630.432101,0.09956641681492329,9.90116033400409,1578,256,ok,,18.03;22.73;34.38;4.12;20.61;25.65;14.89;31.99;8.74;22.83;25.63;26.53;101.92;1.93;1.98;0.04;1.31;24.76;25.27;14.83;23.17;19.77;24.12;24.44;24.38;23.24;22.33;22.18;22.04;23.98;21.33;25.73;25.14;30.21;14.40;109.30;35.86;0.00;0.00;0.00;9.65;21.65;26.46;14.37;23.60;52.33;28.64;28.08;24.48;33.97;55.14;2.65;21.23;58.60;87.55;3.96;0.03;0.02;4.83;23.89;21.61;31.50;19.44;30.16;54.29;2.88;16.09;30.36;20.49;23.14;25.29;23.61;30.09;21.68;31.19;114.70;2.59;3.08;21.01;16.73;44.00;6.67;24.68;28.05;26.69;23.85;24.73;28.99;22.35;26.61;26.16;23.09;34.82;21.07;24.31;97.78;4.16;0.03;8.51;26.86;25.52;17.63;25.98;27.04;26.11;29.75;23.43;24.16;29.73;21.68;39.25;30.67;14.12;23.61;24.59;110.07;3.19;0.04;3.55;18.10;21.24;71.09;3.49;12.36;19.19;23.48;31.03;17.40;41.82;36.76;26.77;40.55;37.59;102.11;4.16;3.79;0.03;28.55;22.87;27.07;16.01;25.56;34.63;19.08;28.01;44.25;14.76;19.49;29.41;21.34;27.74;26.06;26.83;106.52;2.56;0.02;0.03;80.96;0.03;1.54;51.91;20.19;7.90;74.03;40.57;37.58;72.65;136.33;0.03;18.21;51.74;27.31;79.61;33.45;37.56;83.31;38.58;38.59;116.55;5.82;51.77;44.90;21.59;34.67;44.46;37.54;78.91;219.68;8.54;0.02;0.02;23.95;62.19;54.70;20.81;134.77;0.01;0.00;15.40;50.04;138.44;99.99;54.56;37.46;131.87;195.71;3.85;3.85;34.99;66.07;26.91;54.10;106.68;45.58;43.77;138.08;0.02;4.84;42.03;48.38;39.14;48.88;39.84;48.33;44.47;54.35;37.76;117.05;2.39;29.46;56.07;66.35;8.58;129.14;229.64;3.28;46.76;29.22;40.96;138.91;65.49;30.25;62.37;118.76;135.80;152.52;225.01;23.08;77.90;184.38;0.03;45.90;59.10;39.75;97.90
9,1,1785879630.490389,0.11678012483753264,32.20989287481643,1578,256,ok,,7.66;22.55;33.45;33.28;31.38;12.67;25.08;22.19;95.68;2.22;0.03;1.19;25.14;25.11;17.41;22.20;25.60;20.99;21.84;23.93;22.15;20.94;27.03;18.38;35.25;24.36;28.88;37.55;9.58;19.67;95.99;35.00;0.00;0.00;0.00;8.93;29.60;31.23;18.79;73.21;48.97;26.94;26.25;56.00;15.67;18.17;46.80;90.33;0.04;29.37;47.30;56.92;55.33;2.39;22.03;20.38;25.77;25.41;26.40;38.90;11.29;22.47;139.95;6.55;0.03;2.58;16.06;15.92;48.22;2.33;25.14;58.63;63.55;21.64;56.25;29.85;45.87;13.76;127.16;0.03;0.03;25.67;31.59;66.24;76.19;26.71;36.81;19.47;30.84;43.22;13.74;158.58;2.63;0.03;5.49;33.49;74.54;3.95;11.87;73.93;32.33;78.65;89.06;107.20;3.36;0.03;28.99;23.58;26.79;22.73;33.18;112.81;66.75;97.40;106.75;79.16;45.36;30.25;22.35;86.79;100.30;162.18;70.05;21.06;99.19;34.77;102.77;35.17;41.68;119.22;5.73;0.02;24.58;30.02;22.99;39.92;132.60;281.75;8.52;0.02;5.00;39.98;44.04;57.85;161.86;21.81;38.31;139.50;132.83;43.98;183.13;172.94;75.33;38.91;57.07;228.36;139.11;125.65;204.13;166.71;79.66;69.51;35.81;166.20;191.37;158.20;215.83;257.62;201.22;275.59;23.04;254.05;300.12;274.09;117.77;33.05;92.57;204.53;339.75;263.57;383.58;280.01;361.12;365.94;342.44;341.04;392.83;439.25;368.47;397.07;420.22;614.61;177.14;357.60;337.12;424.68;445.05;488.55;251.86;278.63;254.67;322.25;871.62;911.76;499.69;502.38;543.23;536.72;501.45;587.60;566.35;194.54;68.88;130.10;141.32;169.22;270.52;0.03;315.34;0.02;47.01;134.66;277.94;15.59;243.77;0.12;106.69;162.46;523.90;94.99;127.83;139.97;163.85;94.35;132.45;162.16;131.77;522.36;0.03;249.27;116.83;172.10;88.96;593.97;0.00;0.00;0.03;76.56;141.69;495.08;170.66;98.81;512.07;127.09;128.29
10,0,1785879630.5488682,0.12257204111665487,32.9583087079227,1578,256,ok,,33.05;30.72;13.04;25.04;22.38;95.49;2.30;0.03;1.13;20.20;30.01;17.45;22.32;25.44;21.04;22.00;23.72;22.04;21.24;27.05;18.46;35.00;24.50;28.84;37.48;9.49;17.97;97.85;36.91;0.01;0.01;0.00;6.90;29.74;31.80;18.07;73.16;49.09;26.81;26.67;55.65;15.78;18.26;45.52;91.39;0.03;23.30;53.62;53.04;59.04;2.28;21.19;20.89;25.03;26.36;26.58;39.06;11.09;22.91;136.96;8.30;0.03;2.93;17.57;12.64;50.45;2.72;24.45;55.30;66.88;21.38;52.63;32.10;40.55;20.89;127.34;0.03;0.02;25.54;28.44;69.83;75.85;28.62;31.61;21.06;32.65;43.11;13.06;159.33;1.84;0.03;6.20;32.52;75.34;4.12;11.95;67.49;35.41;84.99;81.71;110.36;2.96;0.03;30.20;23.96;21.32;28.29;32.03;113.20;66.58;96.51;105.89;81.61;38.65;31.89;29.10;85.14;100.24;162.43;69.14;21.87;99.98;33.31;104.19;33.26;42.35;120.14;5.77;0.03;22.92;27.79;24.08;36.49;133.51;286.66;6.80;0.02;0.02;45.08;45.02;58.29;147.70;30.42;42.35;140.11;132.45;43.40;184.26;173.14;73.83;40.82;57.32;228.10;139.36;127.66;223.80;169.35;58.42;65.57;39.63;176.27;184.00;158.67;212.64;238.60;233.36;243.22;69.18;246.10;299.49;270.35;102.46;49.20;57.46;246.51;309.77;281.81;392.82;256.43;353.26;374.91;341.90;337.87;399.53;434.33;379.39;380.56;421.92;408.41;383.95;364.09;320.40;447.03;438.60;489.45;235.27;290.22;254.36;317.35;886.05;899.87;529.47;495.75;513.70;555.61;512.19;591.82;570.72;170.01;87.75;121.45;134.73;169.20;122.53;116.03;188.41;100.57;148.00;83.71;159.39;137.08;395.45;0.03;0.02;130.46;518.71;110.91;108.75;141.24;163.67;104.81;119.81;140.70;158.28;270.01;0.03;502.84;113.21;169.99;93.96;472.11;0.00;0.00;61.04;130.91;139.85;514.65;147.68;101.12;527.83;122.01;140.56;520.93;160.88;102.74
