index,prefix_id,send_ts,ttft_s,e2e_s,prompt_tokens,completion_tokens,status,error
0,3,1785768997.7724428,0.07895983313210309,2.7716227921191603,1578,64,ok,
1,0,1785768997.808992,0.07806500000879169,1.6365622500889003,1578,64,ok,
2,0,1785768997.823871,0.10677933390252292,2.8144152918830514,1578,64,ok,
3,1,1785768997.892155,0.08963495795615017,1.652148666093126,1578,64,ok,
4,18,1785768997.9148889,0.14704533386975527,2.851912874961272,1578,64,ok,
5,9,1785768997.924387,0.0927753341384232,1.6445309170521796,1578,64,ok,
6,1,1785768997.994362,0.11401004204526544,2.872738208156079,1578,64,ok,
7,4,1785768998.327976,0.10820095799863338,1.6862820419482887,1578,64,ok,
8,0,1785768998.543249,0.12559408391825855,2.963062542025,1578,64,ok,
9,0,1785768998.738574,0.12567199999466538,1.7351707918569446,1578,64,ok,
10,3,1785768998.772196,0.14869279111735523,3.0225307499058545,1578,64,ok,
11,8,1785768998.878437,0.09626104193739593,1.7074639999773353,1578,64,ok,
12,5,1785768998.9216971,0.13151616719551384,3.0023422921076417,1578,64,ok,
13,1,1785768998.947259,0.111240915954113,1.7104576658457518,1578,64,ok,
14,3,1785768998.962801,0.15212404215708375,2.999349667225033,1578,64,ok,
15,1,1785768998.995331,0.12420379114337265,1.716654125135392,1578,64,ok,
16,2,1785768999.346011,0.15023537492379546,3.0966263751033694,1578,64,ok,
17,0,1785768999.582751,0.11586154182441533,1.690959791885689,1578,64,ok,
18,0,1785768999.8045938,0.13338379096239805,2.9847342499997467,1578,64,ok,
19,0,1785769000.021251,0.1204266669228673,1.7101633748970926,1578,64,ok,
20,2,1785769000.050663,0.16680404101498425,3.0189584160689265,1578,64,ok,
21,0,1785769000.1006641,0.10124416602775455,1.678381250007078,1578,64,ok,
22,0,1785769000.233334,0.22681808308698237,3.044540666975081,1578,64,ok,
23,15,1785769000.410739,0.09904266707599163,1.668124167015776,1578,64,ok,
24,0,1785769000.66851,0.1981045410502702,2.987176415976137,1578,64,ok,
25,1,1785769000.9515,0.11796645796857774,1.7041027080267668,1578,64,ok,
26,0,1785769000.96545,0.1287653751205653,3.0468918341211975,1578,64,ok,
27,18,1785769001.090178,0.11295204213820398,1.696326875127852,1578,64,ok,
28,15,1785769001.2405162,0.151680292095989,3.0399545000400394,1578,64,ok,
29,1,1785769001.336759,0.2843539579771459,3.2169216671027243,1578,64,ok,
30,0,1785769001.369557,0.20358445798046887,1.7840057909488678,1578,64,ok,
31,0,1785769001.4630132,0.14237249991856515,1.719814124982804,1578,64,ok,
32,0,1785769001.475654,0.1469315409194678,3.0790014159865677,1578,64,ok,
33,2,1785769001.839786,0.18828091607429087,1.7530643749050796,1578,64,ok,
34,0,1785769002.108608,0.1250938328448683,3.0277685408946127,1578,64,ok,
35,19,1785769002.215033,0.11751608387567103,1.6850415419321507,1578,64,ok,
36,3,1785769002.264758,0.1781772079411894,3.065150917042047,1578,64,ok,
37,2,1785769002.585357,0.10156062501482666,1.6989710410125554,1578,64,ok,
38,5,1785769002.700813,0.15946808410808444,3.1415401671547443,1578,64,ok,
39,0,1785769002.986655,0.11522737517952919,1.7734644580632448,1578,64,ok,
40,10,1785769003.2383978,0.13814533408731222,3.272028459003195,1578,64,ok,
41,0,1785769003.3343801,0.1518979580141604,1.8077706249896437,1578,64,ok,
42,1,1785769003.406442,0.20669329119846225,3.2820630411151797,1578,64,ok,
43,17,1785769003.529294,0.13965791696682572,1.8899117498658597,1578,64,ok,
44,0,1785769003.606703,0.15385533403605223,3.3131541670300066,1578,64,ok,
45,2,1785769003.6308649,0.11876070802100003,1.9559809169732034,1578,64,ok,
46,3,1785769003.6811981,0.14993104105815291,3.281135750003159,1578,64,ok,
47,0,1785769003.9055161,0.1992118749767542,2.02598191681318,1578,64,ok,
48,2,1785769003.911816,0.24783500004559755,3.3953407080844045,1578,64,ok,
49,4,1785769003.920288,0.22060387511737645,2.0396544160321355,1578,64,ok,
50,18,1785769004.051572,0.1824728751089424,3.301040207967162,1578,64,ok,
51,9,1785769004.0976021,0.10860404116101563,1.91772316605784,1578,64,ok,
52,0,1785769004.202917,0.14288841583766043,3.246000458020717,1578,64,ok,
53,1,1785769004.288757,0.10870879213325679,1.9170474170241505,1578,64,ok,
54,2,1785769004.344888,0.1937019161414355,3.2203567081596702,1578,64,ok,
55,4,1785769005.133549,0.09703175001777709,2.086164041887969,1578,64,ok,
56,0,1785769005.162656,0.16679579205811024,3.265393542125821,1578,64,ok,
57,3,1785769005.2368279,0.12174958316609263,2.004951042123139,1578,64,ok,
58,0,1785769005.267644,0.13378916587680578,3.240175582934171,1578,64,ok,
59,0,1785769005.40172,0.18398329196497798,2.023670749971643,1578,64,ok,
60,12,1785769005.4450629,0.15567991719581187,3.2853768751956522,1578,64,ok,
61,0,1785769005.5040681,0.18578033312223852,2.0720680002123117,1578,64,ok,
62,0,1785769005.689065,0.1571640409529209,3.207708999980241,1578,64,ok,
63,0,1785769005.742621,0.13061862508766353,2.000342749990523,1578,64,ok,
