run,sweep_id,cell,arm,alpha,beta,rate_req_s,osl_tokens,git_commit,router_image,seed,ok,errors,error_rate,ttft_mean,ttft_p50,ttft_p90,ttft_p95,ttft_p99,itl_p50,itl_p95,itl_p99,e2e_mean,e2e_p95,e2e_p99,throughput_req_s,throughput_tok_s,imbalance
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,10,500,0,0.0,2.7069,1.14,9.9532,10.8029,11.597,0.1186,0.897,0.9601,18.8259,26.7245,27.0647,10.4094,666.2006,1.248
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,11,500,0,0.0,2.2326,0.9164,6.9389,12.5726,14.5774,0.1168,0.9539,0.9907,19.7585,30.999,31.9709,9.7935,626.7871,1.5852
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,12,499,1,0.002,4.1695,2.1635,9.2959,12.6979,13.4215,0.1092,0.9117,0.9669,21.884,28.0718,28.8735,10.2472,655.8177,1.3342
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,13,500,0,0.0,3.1419,0.7392,10.5739,10.958,11.4867,0.106,0.851,0.9415,17.011,28.3177,28.6808,10.7382,687.2476,1.9175
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,14,499,1,0.002,2.629,1.1077,8.814,9.2928,10.1004,0.1134,0.9237,0.9896,18.0,28.0224,29.1732,10.7585,688.5434,1.7331
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,15,500,0,0.0,1.9849,0.6982,7.2597,8.8345,13.669,0.0973,0.9424,1.265,16.3977,29.5213,29.8607,9.4479,604.6665,3.3646
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,16,500,0,0.0,2.8837,1.2717,8.7277,9.5268,10.4055,0.0964,0.9244,1.0156,17.7213,27.8277,28.4173,11.28,721.9171,1.4765
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,17,500,0,0.0,2.5199,0.9899,9.4511,12.3731,13.3087,0.1016,0.9702,1.0414,17.2555,25.939,27.6096,10.4595,669.4076,1.3553
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,18,500,0,0.0,2.7768,1.4255,8.5393,9.2794,9.7251,0.1151,0.9038,1.1162,19.4629,28.3813,28.824,10.8527,694.5753,1.5044
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,19,499,1,0.002,3.0315,1.3377,10.4516,11.0509,11.8598,0.1076,0.9046,1.2033,19.5084,29.4376,30.0279,10.2953,658.9008,1.4413
20260806-144135-roundrobin,gen2-confirmatory,roundrobin,roundrobin,,,16.0,64,06781490b7fe,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,20,500,0,0.0,2.5496,1.1404,9.2235,10.4874,14.3666,0.1239,1.0152,1.0781,19.0933,30.2867,30.878,9.9787,638.6399,1.6073
