run,sweep_id,cell,arm,alpha,beta,rate_req_s,osl_tokens,git_commit,router_image,seed,ok,errors,error_rate,ttft_mean,ttft_p50,ttft_p90,ttft_p95,ttft_p99,itl_p50,itl_p95,itl_p99,e2e_mean,e2e_p95,e2e_p99,throughput_req_s,throughput_tok_s,imbalance
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,1,500,0,0.0,0.1218,0.1119,0.1786,0.1975,0.2425,0.0316,0.0846,0.1103,2.4873,3.7199,3.9511,14.6401,936.9677,2.6
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,2,500,0,0.0,0.1498,0.1448,0.2091,0.2268,0.2589,0.0375,0.1062,0.1359,3.1326,4.8729,5.1804,14.2754,913.6262,1.954
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,3,499,1,0.002,0.2519,0.2282,0.4116,0.4741,0.6078,0.0608,0.2402,0.2975,6.2305,11.6288,12.068,14.1866,907.9451,4.6824
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,4,496,4,0.008,0.166,0.1547,0.2646,0.299,0.3477,0.0385,0.1568,0.196,3.5883,7.0041,7.2684,13.5808,869.1703,1.3113
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,5,498,2,0.004,0.157,0.1394,0.2505,0.313,0.3786,0.0386,0.1333,0.1943,3.444,6.4198,6.5596,13.9885,895.2619,1.9505
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,6,494,6,0.012,0.1518,0.1445,0.2018,0.2245,0.3549,0.0381,0.0963,0.1298,3.1094,4.0437,4.2384,14.0639,900.0864,1.708
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,7,499,1,0.002,0.2606,0.2429,0.4296,0.4698,0.5703,0.0585,0.2329,0.3001,6.165,10.9194,11.8467,14.7919,946.6798,3.5583
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,8,495,5,0.01,0.1736,0.1499,0.3044,0.3474,0.4191,0.0428,0.1574,0.193,3.8678,7.297,7.4328,13.2821,850.054,2.7722
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,9,497,3,0.006,0.1948,0.1825,0.2918,0.3306,0.4154,0.0454,0.152,0.1914,4.2157,6.7911,7.523,14.6007,934.446,1.4897
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,10,498,2,0.004,0.172,0.164,0.2534,0.2747,0.32,0.0431,0.1313,0.1633,3.8023,5.7087,5.9055,14.178,907.3906,3.4118
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,11,499,1,0.002,0.185,0.1741,0.279,0.3134,0.435,0.0444,0.1434,0.2275,4.1457,7.2996,7.5712,14.007,896.4456,2.304
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,12,500,0,0.0,0.2527,0.2402,0.4051,0.4532,0.5465,0.0625,0.2056,0.2304,6.0066,9.7961,10.4707,14.2364,911.13,3.1729
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,13,496,4,0.008,0.2234,0.199,0.3798,0.425,0.5232,0.0541,0.2303,0.2689,5.4072,10.4826,10.9845,14.3383,917.6541,2.3043
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,14,496,4,0.008,0.2568,0.2471,0.4015,0.4385,0.5568,0.0623,0.2143,0.3136,6.3316,10.3757,10.53,14.0743,900.7558,3.9821
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,15,495,5,0.01,0.1564,0.138,0.2476,0.2793,0.3164,0.0398,0.1249,0.1578,3.358,5.5867,5.909,12.9884,831.2568,1.6953
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,16,500,0,0.0,0.1893,0.1861,0.2822,0.3055,0.3773,0.0451,0.1424,0.171,4.0075,5.6509,5.9932,15.0726,964.6438,1.3143
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,17,499,1,0.002,0.2276,0.2148,0.3632,0.4057,0.4723,0.0529,0.1988,0.2249,5.2445,8.8758,9.2499,14.5075,928.4822,2.6147
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,18,497,3,0.006,0.2375,0.202,0.4219,0.5137,0.6191,0.0557,0.2377,0.3207,5.5441,11.0922,11.88,13.489,863.2938,4.2254
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,19,491,9,0.018,0.156,0.1472,0.2176,0.2506,0.2923,0.0381,0.1077,0.1403,3.1919,4.5301,4.6625,14.6396,936.9313,1.2696
20260808-023919-kvaware,gen3-7cell,kvaware,kvaware,,,16.0,64,d383e56a6e43,lmcache/lmstack-router:0.1.9.dev9-g37bafbcf5.d20260107,20,497,3,0.006,0.4034,0.355,0.8142,0.8856,1.0524,0.1083,0.4842,0.5546,10.9645,21.1048,21.4713,13.3893,856.9165,9.0133
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,1,498,2,0.004,0.1503,0.1226,0.2595,0.286,0.4569,0.0327,0.1353,0.1901,3.2078,6.8697,6.984,14.9069,954.0407,2.9189
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,2,499,1,0.002,0.1441,0.136,0.223,0.243,0.2831,0.0333,0.1105,0.1369,2.9506,5.0832,5.4118,14.4315,923.6163,1.232
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,3,499,1,0.002,0.2196,0.2155,0.3528,0.3973,0.4474,0.0488,0.1867,0.2028,5.1828,9.6618,9.7743,14.6156,935.3963,1.962
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,4,494,6,0.012,0.1416,0.1297,0.1982,0.2243,0.2806,0.0369,0.1115,0.1377,2.9538,4.926,5.2127,13.4063,858.0044,1.1987
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,5,500,0,0.0,0.1826,0.174,0.2842,0.3266,0.4304,0.0415,0.1551,0.1962,4.0302,6.7661,7.6787,14.2523,912.1448,1.375
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,6,497,3,0.006,0.1528,0.1402,0.2293,0.263,0.3085,0.0396,0.1275,0.1497,3.2723,5.5227,5.8076,13.9811,894.7879,1.5083
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,7,500,0,0.0,0.191,0.1725,0.2764,0.3349,0.4329,0.0439,0.1475,0.1809,3.9122,5.8195,6.017,15.113,967.2303,1.0839
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,8,498,2,0.004,0.1402,0.1263,0.2093,0.2356,0.275,0.0373,0.1086,0.1357,2.944,4.5151,4.932,13.792,882.6905,1.2109
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,9,500,0,0.0,0.1758,0.1641,0.2719,0.2935,0.3413,0.0442,0.1444,0.1818,3.8353,5.9692,6.3237,14.6323,936.4677,1.3657
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,10,500,0,0.0,0.1941,0.1735,0.3247,0.387,0.4613,0.0448,0.1837,0.2397,4.3617,8.472,9.4218,14.191,908.2267,1.0373
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,11,495,5,0.01,0.1556,0.1521,0.2222,0.2375,0.2781,0.0394,0.1135,0.133,3.2506,4.4441,4.7376,13.7898,882.5466,1.3129
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,12,497,3,0.006,0.1767,0.1625,0.2684,0.3091,0.3693,0.0434,0.1425,0.2005,3.8504,6.8675,7.1481,14.5745,932.7707,1.0057
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,13,498,2,0.004,0.1886,0.1779,0.2711,0.3011,0.412,0.0451,0.1486,0.1802,4.0956,6.4465,6.9308,15.0133,960.8497,1.1667
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,14,499,1,0.002,0.1643,0.1501,0.2429,0.2776,0.3577,0.0414,0.1302,0.1521,3.4782,5.2955,5.4413,14.286,914.3068,1.3147
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,15,498,2,0.004,0.1439,0.1327,0.206,0.2304,0.3061,0.0385,0.1143,0.1371,3.0492,4.7139,5.0599,13.2041,845.0611,1.6848
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,16,500,0,0.0,0.1985,0.1952,0.2898,0.3151,0.3551,0.0456,0.1479,0.1804,4.2141,5.7978,6.1739,14.9484,956.6988,1.0311
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,17,498,2,0.004,0.1961,0.1894,0.2945,0.3298,0.4105,0.0456,0.1481,0.2061,4.1916,6.295,7.117,14.4272,923.3413,1.057
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,18,499,1,0.002,0.1627,0.1549,0.2305,0.257,0.2969,0.0395,0.1178,0.1442,3.4733,5.0465,5.5672,14.0794,901.081,1.7216
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,19,498,2,0.004,0.1735,0.1565,0.2719,0.3099,0.3676,0.0429,0.146,0.1795,3.724,6.049,6.3165,14.7773,945.7455,1.2254
20260808-025932-loadaware-b0.5,gen3-7cell,loadaware-b0.5,loadaware,,0.5,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,20,498,2,0.004,0.2043,0.1937,0.304,0.3292,0.3683,0.0465,0.1556,0.1812,4.4257,6.5604,6.7247,14.8022,947.3437,1.5132
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,1,500,0,0.0,0.1317,0.1204,0.1823,0.1998,0.3576,0.0317,0.0756,0.1127,2.4706,3.4891,3.7095,14.8106,947.8753,1.1635
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,2,500,0,0.0,0.1676,0.1548,0.2601,0.2876,0.343,0.0383,0.1407,0.1731,3.5832,6.4602,6.9821,14.3103,915.8613,1.0
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,3,499,1,0.002,0.2159,0.1762,0.3972,0.4605,0.5317,0.049,0.2314,0.2685,5.0064,10.2565,11.7588,14.3852,920.6523,1.12
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,4,495,5,0.01,0.1436,0.1326,0.1988,0.2235,0.3687,0.0354,0.0986,0.1361,2.8825,4.2845,4.826,13.1196,839.6539,1.0455
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,5,498,2,0.004,0.1682,0.1597,0.2591,0.2778,0.3436,0.04,0.1358,0.1772,3.6424,6.2797,6.9924,14.1207,903.7279,1.1438
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,6,499,1,0.002,0.1502,0.1334,0.2269,0.2584,0.3987,0.0382,0.1158,0.1399,3.0488,4.8429,4.9642,14.0017,896.1058,1.1545
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,7,500,0,0.0,0.1756,0.1635,0.2572,0.2898,0.3793,0.0411,0.1387,0.1676,3.6284,5.9019,6.2024,15.0446,962.8513,1.1569
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,8,499,1,0.002,0.1546,0.149,0.2191,0.2493,0.2914,0.0397,0.1195,0.1412,3.2654,4.9332,5.1786,13.6744,875.1607,1.0282
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,9,500,0,0.0,0.2135,0.1875,0.3521,0.3896,0.4562,0.0556,0.1852,0.2289,4.6898,7.5867,8.2298,14.2929,914.7476,1.2971
20260808-031955-loadaware-b1.0,gen3-7cell,loadaware-b1.0,loadaware,,1.0,16.0,64,d383e56a6e43,quay.io/rhl193000/lmstack-router-loadaware:acf43d1,10,495,5,0.01,0.1931,0.1624,0.3474,0.4166,0.5195,0.0412,0.2171,0.2857,4.2263,10.0924,10.7663,14.3208,916.529,1.2715
