index,prefix_id,send_ts,ttft_s,e2e_s,prompt_tokens,completion_tokens,status,error,itls_ms
0,9,1785882264.204625,0.09170950017869473,1.7615348750259727,1578,64,ok,,96.55;0.33;0.03;0.03;7.89;18.62;19.36;21.37;17.30;20.98;35.24;25.51;16.03;32.01;37.86;23.24;24.70;22.79;21.92;22.24;22.93;21.26;22.35;89.25;0.03;0.91;3.03;15.51;21.70;24.66;21.02;28.32;16.43;22.45;22.52;21.95;27.13;44.03;25.74;23.02;20.99;22.45;25.31;21.79;27.68;88.27;1.29;3.68;16.91;15.71;23.77;22.09;37.33;47.41;33.37;42.77;41.62;28.55;23.58;29.51;24.67;25.21;107.10
1,3,1785882264.2210681,0.17196529102511704,1.7468612908851355,1578,64,ok,,0.32;0.03;0.03;7.94;18.27;19.29;21.46;16.71;21.59;32.65;27.99;16.02;32.03;34.91;26.21;24.62;20.56;23.98;22.22;23.17;21.37;22.15;89.21;0.99;0.03;0.02;18.46;21.62;25.36;20.31;28.19;17.07;22.52;22.23;22.04;26.72;43.69;26.16;23.13;19.33;24.02;24.66;24.89;25.54;87.76;1.64;3.97;17.24;14.40;24.34;22.68;36.82;47.21;32.51;44.21;43.67;25.83;23.96;29.63;24.55;25.21;106.40;2.43
2,0,1785882264.426633,0.10793829103931785,1.8156606659758836,1578,64,ok,,25.04;16.12;31.88;38.09;22.95;24.61;20.61;23.94;22.26;23.16;21.21;22.38;89.23;0.05;0.97;3.10;15.32;21.69;25.31;20.52;28.59;16.21;22.54;22.39;22.08;26.95;43.63;26.32;23.06;20.72;22.55;25.45;21.66;27.83;87.89;1.71;3.01;17.93;18.70;20.61;22.18;36.59;47.61;33.50;43.05;43.73;25.78;26.51;27.29;24.62;24.94;106.55;2.59;0.02;1.44;17.46;21.46;41.24;9.83;39.65;51.21;59.38;31.75
3,21,1785882264.43544,0.09929608413949609,1.8067841669544578,1578,64,ok,,24.83;16.08;32.37;34.96;25.72;24.74;22.71;21.95;22.29;22.81;21.37;22.33;88.93;0.95;0.03;0.02;18.81;21.73;25.04;20.51;28.58;16.38;22.50;22.39;22.39;26.68;43.68;26.23;22.97;20.84;22.43;24.64;22.72;27.66;88.07;1.34;3.77;17.37;14.59;24.13;22.30;37.31;47.51;33.90;42.13;41.64;28.59;26.47;26.85;24.73;25.11;106.79;1.79;1.46;0.03;14.05;24.55;42.02;9.79;39.47;50.24;62.31;29.67
4,0,1785882264.512438,0.0953743748832494,1.8240303329657763,1578,64,ok,,34.46;26.28;24.62;20.40;24.07;22.73;22.92;20.96;22.23;89.70;0.03;0.94;2.93;15.49;20.67;25.76;20.87;28.38;16.37;22.41;22.36;22.21;27.08;43.78;20.99;27.76;18.92;24.38;21.91;25.55;27.59;87.91;1.69;3.38;17.48;14.66;24.80;21.99;36.83;47.83;32.12;43.97;41.82;26.66;25.25;27.06;22.79;29.48;106.28;2.52;1.48;0.03;12.07;26.20;42.75;8.57;40.82;49.58;54.35;38.68;39.36;24.04;30.41
5,0,1785882264.5181131,0.12769299978390336,1.8590210417751223,1578,64,ok,,23.09;24.54;22.67;21.92;22.32;22.75;20.97;22.59;89.08;0.96;0.04;0.03;18.87;20.38;26.16;20.46;28.97;16.20;22.34;22.39;22.59;26.73;43.68;26.32;22.83;21.01;22.00;25.21;22.59;27.21;88.17;1.49;3.79;17.22;14.51;24.51;22.52;36.90;47.57;33.94;42.23;41.63;28.52;26.63;26.98;24.59;24.76;106.78;2.08;1.49;0.03;14.06;24.31;42.40;9.54;39.68;50.03;60.96;31.40;39.76;27.13;27.96;40.53
6,13,1785882264.5359948,0.11005166592076421,1.843628583010286,1578,64,ok,,22.90;24.58;22.73;21.97;22.25;23.00;21.18;22.35;89.36;0.14;0.76;3.03;15.43;21.64;25.14;20.61;28.10;16.54;22.45;22.48;22.04;27.04;43.63;26.03;23.16;19.32;23.96;24.78;22.49;27.68;88.59;1.19;3.21;17.66;18.63;20.65;22.28;37.04;46.99;34.11;42.68;43.56;26.38;26.22;26.99;24.41;25.52;106.06;2.77;0.03;1.46;14.00;24.93;36.94;12.65;38.87;53.44;54.19;37.09;38.03;29.36;26.92;43.65
7,14,1785882264.9775832,0.09725608304142952,2.68046212522313,1578,64,ok,,50.59;25.45;34.70;27.75;42.96;37.77;51.43;96.11;1.41;19.25;40.68;16.60;54.71;42.98;32.88;48.10;32.26;34.84;35.09;34.05;33.72;98.65;1.67;2.76;32.38;52.35;15.40;58.94;31.71;38.38;41.88;24.87;58.95;34.77;38.73;93.32;50.59;0.00;0.00;40.68;47.12;72.69;32.89;63.12;68.85;39.45;108.93;0.04;5.25;38.88;31.72;69.53;39.00;47.51;27.04;67.87;43.48;37.86;114.44;4.81;30.10;44.05;38.02
8,20,1785882264.992673,0.134754957864061,2.736508958041668,1578,64,ok,,23.55;34.99;27.48;42.96;37.71;51.21;96.54;1.20;19.43;40.56;16.58;54.72;43.40;32.61;48.52;35.49;31.39;34.95;33.96;33.86;98.47;1.60;3.02;32.07;52.76;15.36;58.68;31.96;38.56;41.38;24.82;58.97;36.81;37.59;92.30;52.95;0.00;0.00;42.28;43.88;78.86;26.53;62.59;69.70;38.96;109.56;0.04;4.69;39.18;31.09;69.53;39.39;48.69;25.93;70.44;42.55;36.32;114.45;4.55;36.20;40.46;36.01;70.88
9,115,1785882265.057717,0.12837179214693606,1.991525667021051,1578,64,ok,,20.80;27.81;18.88;24.48;21.61;25.49;27.61;88.79;1.28;3.21;17.47;18.98;20.70;21.92;36.69;47.87;32.03;44.22;41.37;26.81;25.28;26.58;23.12;30.05;106.01;2.38;1.43;0.03;12.08;27.26;37.20;13.06;38.62;51.82;54.32;38.71;39.49;27.14;28.76;39.74;113.86;1.50;51.22;0.00;0.00;0.00;29.17;11.53;44.66;37.92;41.38;18.77;30.27;19.64;16.54;47.83;24.80;23.21;26.57;101.42;0.04;3.83;26.20
10,115,1785882265.0962188,0.11609633406624198,1.9777456249576062,1578,64,ok,,22.51;19.34;24.05;24.66;22.50;27.72;87.83;1.66;3.47;17.69;14.68;24.21;22.69;36.60;47.63;32.38;44.28;43.62;25.78;26.98;27.10;24.48;24.64;106.59;2.61;0.03;1.48;12.16;26.44;41.84;8.84;40.63;50.88;54.60;33.90;42.05;25.85;29.70;43.32;111.82;0.03;48.63;0.02;0.01;0.00;31.95;9.59;48.44;40.14;40.54;16.85;28.51;20.18;20.33;43.08;26.54;25.93;27.58;95.89;4.48;0.04;27.59;25.02
11,14,1785882265.13485,0.12245491705834866,2.8376202089712024,1578,64,ok,,36.93;51.22;96.32;1.40;18.57;40.70;17.29;56.64;41.13;32.83;48.65;35.38;31.50;34.95;33.90;33.86;98.42;1.90;2.77;32.15;52.68;15.02;58.97;32.14;38.42;42.12;23.99;59.17;36.69;37.05;93.00;52.75;0.01;0.00;39.38;46.72;77.41;28.08;68.92;62.99;39.44;110.17;0.04;4.29;39.08;31.16;70.83;37.81;48.37;26.59;70.53;42.22;35.77;114.99;4.41;32.08;43.83;36.53;71.07;75.79;36.17;87.54;43.42
12,14,1785882265.178679,0.115255291108042,2.88827316602692,1578,64,ok,,51.39;96.35;1.41;19.24;40.70;16.67;46.40;51.13;33.09;47.84;32.37;31.77;38.08;33.95;30.64;101.79;1.76;1.47;33.40;52.45;15.58;58.77;31.77;38.26;41.76;24.84;59.35;34.73;35.50;96.28;50.74;0.01;0.00;40.75;47.12;72.67;32.19;63.36;67.90;40.55;109.00;0.05;5.59;35.77;34.15;65.92;39.17;51.52;26.49;68.34;40.71;39.94;114.70;5.17;27.51;46.77;38.14;64.41;76.65;41.17;91.61;40.24;93.52
