index,prefix_id,send_ts,ttft_s,e2e_s,prompt_tokens,completion_tokens,status,error
0,47,1785780264.734316,0.11487641604617238,3.1342710410244763,1578,64,ok,
1,55,1785780264.792088,0.16410183301195502,3.1810610410757363,1578,64,ok,
2,3,1785780264.793632,0.16234658402390778,3.176104959100485,1578,64,ok,
3,2,1785780264.812168,0.1431615420151502,3.153149083023891,1578,64,ok,
4,37,1785780264.8265269,0.1415977079886943,3.277311540907249,1578,64,ok,
5,118,1785780264.901876,,0.1170828330796212,,,error,RuntimeError: HTTP 500: Internal Server Error
6,22,1785780264.965536,0.09996983292512596,3.2056155409663916,1578,64,ok,
7,0,1785780265.089547,0.1060191250871867,3.606184541946277,1578,64,ok,
8,27,1785780265.095229,0.12505141692236066,3.6315552089363337,1578,64,ok,
9,0,1785780265.126585,0.13195745809935033,3.642020541941747,1578,64,ok,
10,0,1785780265.128266,0.18421104201115668,3.689153250074014,1578,64,ok,
11,9,1785780265.14317,0.1669462500140071,3.676311417017132,1578,64,ok,
12,3,1785780265.18271,0.12933250004425645,3.6366183331701905,1578,64,ok,
13,1,1785780265.1843991,0.18566883308812976,3.7234092080034316,1578,64,ok,
14,44,1785780265.196832,0.12725741602480412,3.328632708173245,1578,64,ok,
15,85,1785780265.2554061,0.22417558287270367,3.766797791933641,1578,64,ok,
16,95,1785780265.29983,0.18129204190336168,3.8578792919870466,1578,64,ok,
17,0,1785780265.313848,0.16807745792903006,3.842559832846746,1578,64,ok,
18,0,1785780265.364438,0.25325683294795454,4.05522841704078,1578,64,ok,
19,46,1785780265.457779,0.16487333388067782,3.758043499896303,1578,64,ok,
20,17,1785780265.458622,0.15991408308036625,3.9597741670440882,1578,64,ok,
21,4,1785780265.5500941,0.11788541707210243,3.7912750840187073,1578,64,ok,
22,1,1785780265.617057,0.15228125010617077,4.088101417059079,1578,64,ok,
23,1,1785780265.641942,0.1946905420627445,4.119026375003159,1578,64,ok,
24,1,1785780265.6521752,0.18468595785088837,4.110375500051305,1578,64,ok,
25,1,1785780265.827509,0.17773766606114805,4.1135940831154585,1578,64,ok,
26,68,1785780265.8504891,0.1559533749241382,4.191831792006269,1578,64,ok,
27,14,1785780265.856224,0.15038820798508823,4.1874933750368655,1578,64,ok,
28,5,1785780265.8619258,0.20544512500055134,4.119796124985442,1578,64,ok,
29,37,1785780265.9676301,0.24009937490336597,4.237595000071451,1578,64,ok,
30,5,1785780266.0196302,0.35383916599676013,4.26424099993892,1578,64,ok,
31,2,1785780266.111663,0.2602229588665068,4.165923041990027,1578,64,ok,
32,28,1785780266.18556,0.18927562492899597,4.6568442499265075,1578,64,ok,
33,0,1785780266.229376,0.1605257501360029,4.091451500076801,1578,64,ok,
34,0,1785780266.431274,0.2622416669037193,4.506517166970298,1578,64,ok,
35,1,1785780266.458796,0.2321226669009775,4.476216916926205,1578,64,ok,
36,69,1785780266.504583,0.2736776671372354,4.487075125100091,1578,64,ok,
37,65,1785780266.603341,0.1751732500270009,4.385594583116472,1578,64,ok,
38,44,1785780266.657259,0.1382679999805987,5.332410875009373,1578,64,ok,
39,9,1785780266.767949,0.18165070796385407,4.491830124985427,1578,64,ok,
40,24,1785780266.816969,0.23790704202838242,5.48863112507388,1578,64,ok,
41,88,1785780266.8856802,0.17500891699455678,5.4201020419131964,1578,64,ok,
42,10,1785780266.888294,0.17608445789664984,5.416723917005584,1578,64,ok,
43,122,1785780266.903033,0.16004416695795953,5.402700416976586,1578,64,ok,
44,7,1785780266.922158,0.30466299992986023,4.730722249951214,1578,64,ok,
45,36,1785780266.927213,0.2562093329615891,5.501432707998902,1578,64,ok,
46,74,1785780266.942337,0.3339945001062006,5.544517207890749,1578,64,ok,
47,8,1785780266.949141,0.32843295810744166,5.534108750056475,1578,64,ok,
48,25,1785780266.9678211,0.3589753748383373,4.816499916836619,1578,64,ok,
49,103,1785780267.024906,0.30178337497636676,4.7593740420416,1578,64,ok,
50,9,1785780267.051218,1.2673035829793662,6.33579200017266,1578,64,ok,
51,55,1785780267.077573,0.24502633302472532,4.705296833068132,1578,64,ok,
52,24,1785780267.090753,0.18646325008012354,5.396369833033532,1578,64,ok,
53,96,1785780267.108642,0.2703998750075698,5.518598124850541,1578,64,ok,
54,0,1785780267.263114,0.1921736248768866,4.731496833031997,1578,64,ok,
55,113,1785780267.321215,0.2652086669113487,4.790394874988124,1578,64,ok,
56,48,1785780267.373634,0.21260149986483157,5.5296282498165965,1578,64,ok,
57,21,1785780267.3841789,0.26979916589334607,4.916349415900186,1578,64,ok,
58,0,1785780267.456845,0.3133963749278337,4.908351790858433,1578,64,ok,
59,0,1785780267.4670012,0.30384241603314877,4.898380875121802,1578,64,ok,
60,68,1785780267.4946392,0.2696330409962684,5.578143541002646,1578,64,ok,
61,48,1785780267.748565,0.22133554192259908,5.622497709002346,1578,64,ok,
62,74,1785780267.806435,0.2989752080757171,5.603339292109013,1578,64,ok,
63,5,1785780267.8521879,0.2513335000257939,5.266359209083021,1578,64,ok,
64,1,1785780267.917475,0.25338104204274714,5.4402230840642005,1578,64,ok,
65,3,1785780268.021419,0.29838875005953014,5.3655824160669,1578,64,ok,
66,1,1785780268.1062,0.20800916687585413,5.267995374975726,1578,64,ok,
67,40,1785780268.1217122,0.25207620789296925,5.758025040850043,1578,64,ok,
68,2,1785780268.123643,0.3219405000563711,5.3094304169062525,1578,64,ok,
69,114,1785780268.144788,0.22700166702270508,5.736954791937023,1578,64,ok,
70,7,1785780268.162682,0.2791545419022441,5.269795208005235,1578,64,ok,
71,2,1785780268.1761699,0.2692503749858588,5.252780125010759,1578,64,ok,
72,0,1785780268.336471,0.2941568330861628,5.14211129094474,1578,64,ok,
73,4,1785780268.45364,0.18384729092940688,5.71734237507917,1578,64,ok,
74,90,1785780268.475069,0.27361475001089275,5.759892541915178,1578,64,ok,
75,34,1785780268.5350468,0.32845341693609953,5.8649330420885235,1578,64,ok,
76,86,1785780268.564188,0.30314704100601375,5.8363302908837795,1578,64,ok,
77,36,1785780268.70135,0.2922301250509918,5.728732333052903,1578,64,ok,
78,2,1785780268.73598,0.1757118331734091,5.909672458190471,1578,64,ok,
79,70,1785780268.753199,0.24344654195010662,5.681985291885212,1578,64,ok,
80,8,1785780268.769283,0.22463983297348022,5.660916249966249,1578,64,ok,
81,3,1785780268.816195,0.20602937485091388,6.011727124918252,1578,64,ok,
